SampleID,SampleRowID,StationCode,SampleDate,SampleTime,MethodCode,GearID,GearConditionCode,SampleAltered,WeatherCode,VegetationRank,MicrocystisVisualRank,YSI Handheld #,WaterTemperature,Secchi,Too Clear For Secchi,Conductivity,SpCnd,DO,pH,Turbidity,Entered By,Checked By,UserName,AgencyCode,s_ColLineage,s_Generation,s_Lineage,DataCorrectionComments
128,{FCDE8A39-957D-4DAE-BB3F-F7695B82B48A},FW1,3/24/1998,10:30:00 AM,BSEIN,SEIN50,1,No,CLR,,,,17.78,,FALSE,,,,,,,,Imported98Record,,,0,,
129,{B0314E31-31BF-48FB-B325-3FE0196ED33A},FW1,3/31/1998,12:25:00 PM,BSEIN,SEIN50,1,No,RAN,,,,11.11,,FALSE,,,,,,,,Imported98Record,,,0,,
130,{49CA8E5D-2526-468A-9C62-1F9E6F0B3799},FW1,4/6/1998,2:20:00 PM,BSEIN,SEIN50,2,No,CLD,,,,12.78,,FALSE,,,,,,,,Imported98Record,,,0,,
131,{0421C310-E82E-4B94-8123-ACEF5CF6373D},FW1,4/13/1998,10:25:00 AM,BSEIN,SEINCOVE,1,No,CLR,,,,13.89,,FALSE,,,,,,,,Imported98Record,,,0,,
132,{6658E610-E6E4-43D4-9F58-194048AA7D46},FW1,4/13/1998,10:50:00 AM,BSEIN,SEINCOVE,1,No,CLR,,,,13.89,,FALSE,,,,,,,,Imported98Record,,,0,,
133,{375A8B03-2199-4B9F-8E01-AED283B357F3},FW1,4/13/1998,11:20:00 AM,BSEIN,SEINCOVE,1,No,CLR,,,,13.89,,FALSE,,,,,,,,Imported98Record,,,0,,
134,{E2CD26BE-D812-4B19-9354-9F0EE91E4EF9},FW1,4/13/1998,12:45:00 PM,BSEIN,SEINCOVE,1,No,CLR,,,,14.44,,FALSE,,,,,,,,Imported98Record,,,0,,
135,{022C815F-43D2-4969-ADBF-8DDF66014BA3},FW1,4/13/1998,1:15:00 PM,BSEIN,SEINCOVE,1,No,CLD,,,,14.44,,FALSE,,,,,,,,Imported98Record,,,0,,
136,{BCECADC5-6ED4-4D85-8F06-5964C5DDBDA1},FW1,4/13/1998,1:40:00 PM,BSEIN,SEINCOVE,1,No,CLR,,,,14.44,,FALSE,,,,,,,,Imported98Record,,,0,,
137,{C58C6FE0-522C-430E-9EDB-B2FA432A02D0},FW1,4/15/1998,10:00:00 AM,BSEIN,SEINENCL,2,No,CLR,,,,13.89,,FALSE,,,,,,,,Imported98Record,,,0,,
138,{518CE9CF-AC6E-47C3-8D1D-80992AC567CA},FW1,4/15/1998,10:30:00 AM,BSEIN,SEIN50,1,No,CLR,,,,13.89,,FALSE,,,,,,,,Imported98Record,,,0,,
139,{A949DF28-03F0-4D94-8F6F-39793510D711},FW1,4/28/1998,10:25:00 AM,BSEIN,SEINENCL,2,No,CLR,,,,21.11,,FALSE,,,,,,,,Imported98Record,,,0,,
140,{B96D78F9-AFF5-4A69-B95E-1A19E1D435FB},FW1,4/28/1998,10:37:00 AM,BSEIN,SEIN50,1,No,CLR,,,,21.11,,FALSE,,,,,,,,Imported98Record,,,0,,
141,{7A319669-D9B3-47BB-9135-E4A08979ADDE},FW1,4/28/1998,11:00:00 AM,BSEIN,SEIN50,1,No,CLR,,,,21.11,,FALSE,,,,,,,,Imported98Record,,,0,,
142,{2B6DCA4A-CC8D-4E9F-AB1C-CA89AB554D57},FW1,4/28/1998,11:40:00 AM,BSEIN,SEINENCL,2,No,CLR,,,,22.22,,FALSE,,,,,,,,Imported98Record,,,0,,
143,{575C84D9-46EE-4B20-8BB3-CD0238CC3F7A},FW1,4/28/1998,11:45:00 AM,BSEIN,SEINENCL,2,No,CLR,,,,22.22,,FALSE,,,,,,,,Imported98Record,,,0,,
144,{DF7E70B4-27BC-47C0-A56A-8744E3780267},FW1,6/12/1998,9:23:00 AM,BSEIN,SEIN50,1,No,CLD,,,,21.67,,FALSE,,,,,,,,Imported98Record,,,0,,
145,{705D40F1-6AA0-4D06-9A56-2FB7BEBFC5C4},FW1,6/12/1998,10:06:00 AM,BSEIN,SEIN50,2,No,CLR,,,,18.89,,FALSE,,,,,,,,Imported98Record,,,0,,
146,{129BC8AF-C6B6-459D-BD4F-5BD4083BB8DB},FW1,6/12/1998,10:23:00 AM,BSEIN,SEIN50,2,No,CLR,,,,20.00,,FALSE,,,,,,,,Imported98Record,,,0,,
147,{03289243-E662-4650-8568-5831A9B1892D},FW1,10/9/1998,12:54:00 PM,BSEIN,SEIN50,3,No,CLR,,,,20.00,,FALSE,,,,,,,,Imported98Record,,,0,,
148,{6F82C225-B6BA-42B3-8A6B-3957AF49C5DA},FW1,11/23/1998,1:03:00 PM,BSEIN,SEIN50,2,No,RAN,,,,11.11,,FALSE,,,,,,,,Imported98Record,,,0,,
149,{594E380C-0BD8-11D4-BCF6-006008038FF4},FW1,12/21/1998,3:10:00 PM,BSEIN,SEIN50,,No,CLR,,,,5.56,,FALSE,,,,,,WB,RK,Admin,DWRESOYO,,0,,
150,{594E380D-0BD8-11D4-BCF6-006008038FF4},FW1,1/11/1999,12:56:00 PM,BSEIN,SEIN50,,No,CLD,,,,,,FALSE,,,,,,WB,RK,Admin,DWRESOYO,,0,,
151,{594E380E-0BD8-11D4-BCF6-006008038FF4},FW1,2/8/1999,1:45:00 PM,BSEIN,SEIN50,,No,RAN,,,,10.00,,FALSE,,,,,,WB,RK,Admin,DWRESOYO,,0,,
152,{594E380F-0BD8-11D4-BCF6-006008038FF4},FW1,2/11/1999,12:15:00 PM,BSEIN,SEIN50,,No,CLR,,,,10.56,,FALSE,,,,,,WB,RK,Admin,DWRESOYO,,0,,
153,{594E3810-0BD8-11D4-BCF6-006008038FF4},FW1,2/22/1999,2:27:00 PM,BSEIN,SEIN50,,No,CLR,,,,8.89,,FALSE,,,,,,WB,RK,Admin,DWRESOYO,,0,,
154,{594E3811-0BD8-11D4-BCF6-006008038FF4},FW1,2/24/1999,3:21:00 PM,BSEIN,SEIN50,,No,CLD,,,,9.44,,FALSE,,,,,,WB,RK,Admin,DWRESOYO,,0,,
155,{594E3812-0BD8-11D4-BCF6-006008038FF4},FW1,3/1/1999,9:15:00 AM,BSEIN,SEIN50,,No,CLR,,,,8.89,,FALSE,,,,,,WB,RK,Admin,dwresoyo,,0,,
156,{594E3813-0BD8-11D4-BCF6-006008038FF4},FW1,3/3/1999,11:34:00 AM,BSEIN,SEIN50,,No,CLR,,,,10.83,0.18,FALSE,,,,,,WB,RK,Admin,dwresoyo,,0,,
157,{594E3814-0BD8-11D4-BCF6-006008038FF4},FW1,3/8/1999,12:09:00 PM,BSEIN,SEIN50,,No,RAN,,,,8.89,0.37,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
158,{594E3815-0BD8-11D4-BCF6-006008038FF4},FW1,3/10/1999,9:35:00 AM,BSEIN,SEIN50,,No,CLD,,,,9.44,,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
159,{594E3816-0BD8-11D4-BCF6-006008038FF4},FW1,3/15/1999,12:40:00 PM,BSEIN,SEIN50,,No,CLR,,,,12.78,0.35,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
160,{594E3817-0BD8-11D4-BCF6-006008038FF4},FW1,3/18/1999,11:30:00 AM,BSEIN,SEINCOVE,,No,CLD,,,,13.89,,FALSE,,,,,,,,Admin,dwresoyo,,0,,
161,{594E3818-0BD8-11D4-BCF6-006008038FF4},FW1,3/19/1999,11:00:00 AM,BSEIN,SEINCOVE,,No,CLD,,,,13.89,,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
162,{594E3819-0BD8-11D4-BCF6-006008038FF4},FW1,3/19/1999,11:15:00 AM,BSEIN,SEINCOVE,,No,CLD,,,,13.89,,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
163,{594E381A-0BD8-11D4-BCF6-006008038FF4},FW1,3/19/1999,11:30:00 AM,BSEIN,SEIN50,,No,CLD,,,,13.89,,FALSE,,,,,,WB,rk,wbatham,dwresoyo,,0,,
164,{594E381B-0BD8-11D4-BCF6-006008038FF4},FW1,3/19/1999,11:54:00 AM,BSEIN,SEINCOVE,,No,CLD,,,,13.89,,FALSE,,,,,,WB,RK,Guest,dwresoyo,,0,,
165,{594E381C-0BD8-11D4-BCF6-006008038FF4},FW1,3/19/1999,12:30:00 PM,BSEIN,SEINCOVE,,No,CLR,,,,15.56,,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
166,{594E381D-0BD8-11D4-BCF6-006008038FF4},FW1,3/19/1999,1:10:00 PM,BSEIN,SEINCOVE,,No,CLR,,,,16.67,,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
167,{594E381E-0BD8-11D4-BCF6-006008038FF4},FW1,3/31/1999,12:45:00 PM,BSEIN,SEIN50,,No,CLR,,,,15.28,0.5,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
168,{594E381F-0BD8-11D4-BCF6-006008038FF4},FW1,5/26/1999,9:28:00 AM,BSEIN,SEIN50,,No,CLR,,,,22.78,,FALSE,,,,,,WB,RK,Admin,dwresoyo,,0,,
169,{594E3820-0BD8-11D4-BCF6-006008038FF4},FW1,6/21/1999,10:50:00 AM,BSEIN,SEIN50,,No,CLR,,,,24.44,0.17,FALSE,,,,,,WB,RK,Admin,dwresoyo,,0,,
170,{594E3821-0BD8-11D4-BCF6-006008038FF4},FW1,7/27/1999,11:53:00 AM,BSEIN,SEIN50,,No,CLD,,,,,,FALSE,,,,,,WB,RK,Admin,dwresoyo,,0,,
171,{594E3822-0BD8-11D4-BCF6-006008038FF4},FW1,7/27/1999,12:15:00 PM,BSEIN,SEIN50,,No,CLR,,,,,,FALSE,,,,,,WB,RK,Admin,dwresoyo,,0,,
172,{594E3823-0BD8-11D4-BCF6-006008038FF4},FW1,8/30/1999,12:00:00 PM,BSEIN,SEIN50,,No,CLR,,,,25.00,,FALSE,,,,,,RK,WB,Admin,dwresoyo,,0,,
173,{594E3824-0BD8-11D4-BCF6-006008038FF4},FW1,10/1/1999,1:27:00 PM,BSEIN,SEIN50,,No,CLR,,,,25.56,,FALSE,,,,,,WB,WB,Admin,dwresoyo,,0,,
174,{594E38FF-0BD8-11D4-BCF6-006008038FF4},FW1,10/28/1999,10:30:00 AM,BSEIN,SEIN50,,No,CLR,,,,16.67,,FALSE,,,,,,WB,Ja,Admin,dwresoyo,,0,,
175,{594E377A-0BD8-11D4-BCF6-006008038FF4},FW1,11/29/1999,12:51:00 PM,BSEIN,SEIN50,1,No,CLD,,,,11.67,0.2,FALSE,,,,,,WB,RK,wbatham,dwresoyo,,0,,
176,{594E3789-0BD8-11D4-BCF6-006008038FF4},FW1,12/27/1999,2:00:00 PM,BSEIN,SEIN50,1,No,CLR,,,,9.44,0.14,FALSE,,,,,,Wb,RK,wbatham,dwresoyo,,0,,
177,{594E379F-0BD8-11D4-BCF6-006008038FF4},FW1,1/28/2000,12:15:00 PM,BSEIN,SEIN50,1,No,CLR,,,,11.11,0.11,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
178,{594E37B3-0BD8-11D4-BCF6-006008038FF4},FW1,2/15/2000,10:59:00 AM,BSEIN,SEIN50,1,No,CLD,,,,11.67,0.24,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
179,{594E37D3-0BD8-11D4-BCF6-006008038FF4},FW1,2/22/2000,12:55:00 PM,BSEIN,SEIN50,1,No,,,,,,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
180,{594E37DB-0BD8-11D4-BCF6-006008038FF4},FW1,3/1/2000,2:15:00 PM,BSEIN,SEIN50,1,No,CLR,,,,11.67,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
181,{594E37E2-0BD8-11D4-BCF6-006008038FF4},FW1,3/7/2000,2:07:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.56,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
182,{594E37EB-0BD8-11D4-BCF6-006008038FF4},FW1,3/15/2000,10:15:00 AM,BSEIN,SEIN50,1,No,CLR,,,,12.22,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
183,{50F04FC3-2047-11D4-B659-00104B2A7B96},FW1,3/21/2000,10:30:00 AM,BSEIN,SEINCOVE,1,No,CLR,,,,,,FALSE,,,,,,WB,WB,Guest,,,0,,
184,{50F0501A-2047-11D4-B659-00104B2A7B96},FW1,3/21/2000,11:08:00 AM,BSEIN,SEINCOVE,1,No,CLR,,,,,,FALSE,,,,,,WB,WB,Guest,,,0,,
185,{50F051D9-2047-11D4-B659-00104B2A7B96},FW1,3/21/2000,11:30:00 AM,BSEIN,SEINCOVE,1,No,CLR,,,,,,FALSE,,,,,,WB,WB,Guest,,,0,,
186,{594E37EF-0BD8-11D4-BCF6-006008038FF4},FW1,3/21/2000,12:05:00 PM,BSEIN,SEIN50,,No,CLR,,,,,,FALSE,,,,,,Wb,WB,wbatham,dwresoyo,,0,,
187,{594E37F0-0BD8-11D4-BCF6-006008038FF4},FW1,3/21/2000,12:15:00 PM,BSEIN,SEIN50,1,No,CLR,,,,,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
188,{594E37E3-0BD8-11D4-BCF6-006008038FF4},FW1,3/21/2000,12:20:00 PM,BSEIN,SEIN50,,No,CLR,,,,,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
189,{594E37E4-0BD8-11D4-BCF6-006008038FF4},FW1,3/21/2000,12:38:00 PM,BSEIN,SEIN50,1,No,CLR,,,,,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
190,{594E37F1-0BD8-11D4-BCF6-006008038FF4},FW1,3/21/2000,12:47:00 PM,BSEIN,SEIN50,1,No,CLR,,,,,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
191,{594E37F2-0BD8-11D4-BCF6-006008038FF4},FW1,3/21/2000,1:00:00 PM,BSEIN,SEIN50,2,No,,,,,,,FALSE,,,,,,WB,WB,wbatham,dwresoyo,,0,,
192,{4EC69E05-2066-11D4-B659-00104B2A7B96},FW1,4/27/2000,10:25:00 AM,BSEIN,SEIN50,1,No,CLR,,,,19.44,0.34,FALSE,,,,,,WB,WB,wbatham,,,0,,
193,{E96A49BD-363C-11D4-B671-00104B2A7B96},FW1,5/25/2000,2:45:00 PM,BSEIN,SEIN50,1,No,CLR,,,,27.22,,FALSE,,,,,,WB,WB,wbatham,,,0,,
194,{7FB5A608-4C61-11D4-B685-00104B2A7B96},FW1,6/26/2000,2:05:00 PM,BSEIN,SEIN50,1,No,CLR,,,,28.06,,FALSE,,,,,,TS,WB,wbatham,,,0,,
195,{FF9DE995-672A-11D4-B6A0-00104B2A7B96},FW1,7/27/2000,12:25:00 PM,BSEIN,SEIN50,1,No,CLR,,,,26.67,0.4,FALSE,,,,,,GO,GO,goleary,,,0,,
196,{F44270DE-8982-11D4-B6D1-00104B2A7B96},FW1,9/8/2000,2:30:00 PM,BSEIN,SEIN50,1,No,CLR,,,,25.56,0.15,FALSE,,,,,,GO,GO,wbatham,,,0,,
197,{E72F0799-9AD8-11D4-BC0D-00104B2A7B96},FW1,9/29/2000,12:35:00 PM,BSEIN,SEIN50,1,No,CLR,,,,25.56,0.3,FALSE,,,,,,GO,GO,goleary,,,0,,
198,{0A13F209-B1BD-11D4-BC24-00104B2A7B96},FW1,11/1/2000,12:20:00 PM,BSEIN,SEIN50,1,No,CLR,,,,13.89,0.27,FALSE,,,,,,GO,GO,goleary,,,0,,
199,{55438809-CF9F-11D4-BC3D-00104B2A7B96},FW1,11/29/2000,12:45:00 PM,BSEIN,SEIN50,1,No,CLD,,,,,,FALSE,,,,,,GO,GO,goleary,,,0,,
200,{C310CB48-E34D-11D4-BC4D-00104B2A7B96},FW1,12/29/2000,12:45:00 PM,BSEIN,SEIN50,1,No,CLR,,,,8.33,0.32,FALSE,,,,,,GO,GO,goleary,,,0,,
201,{31B9D650-F710-11D4-BC67-00104B2A7B96},FW1,1/25/2001,12:20:00 PM,BSEIN,SEIN50,1,No,CLD,,,,8.06,0.23,FALSE,,,,,,go,ja,goleary,,,0,,
202,{3DFBE79E-14A3-11D5-BC9F-00104B2A7B96},FW1,3/1/2001,2:45:00 PM,BSEIN,SEIN50,1,No,CLD,,,,12.50,0.29,FALSE,,,,,,go,go,goleary,,,0,,
203,{BDACA519-27B1-11D5-B11D-00105AAA0B77},FW1,3/20/2001,1:15:00 PM,BSEIN,SEIN50,1,No,CLR,,,,21.11,0.32,FALSE,,,,,,LC,GO,lconrad,,,0,,
204,{1373058D-4EDA-11D5-B14D-00105AAA0B77},FW1,5/4/2001,11:05:00 AM,BSEIN,SEIN50,1,No,CLR,,,,19.44,0.19,FALSE,,,,,,GO,LC,lconrad,,,0,,
205,{DE2C72F8-56C6-11D5-B15B-00105AAA0B77},FW1,5/31/2001,11:40:00 AM,BSEIN,SEIN50,1,No,CLR,,,,28.89,0.19,FALSE,,,,,,SZ,GO,goleary,,,0,,
206,{267639E8-69B5-11D5-BD16-00104B2A7B96},FW1,6/25/2001,11:20:00 AM,BSEIN,SEIN50,1,No,CLD,,,,23.89,0.12,FALSE,,,,,,GO,SZ,goleary,,,0,,
207,{80D298D3-95AB-11D5-BD43-00104B2A7B96},FW1,7/23/2001,9:34:00 AM,BSEIN,SEIN50,1,No,CLR,,,,23.89,0.11,FALSE,,,,,,SZ,GO,goleary,,,0,,
208,{9E94818D-B204-11D5-B1C6-00105AAA0B77},FW1,8/20/2001,11:40:00 AM,BSEIN,SEIN50,1,No,CLR,,,,22.78,0.09,FALSE,,,,,,GO,SZ,szeug,,,0,,
209,{9E94820B-B204-11D5-B1C6-00105AAA0B77},FW1,9/24/2001,11:45:00 AM,BSEIN,SEIN50,1,No,CLD,,,,21.11,0.13,FALSE,,,,,,SZ,GO,szeug,,,0,,
210,{4E04C371-D3B0-11D5-BD7B-00104B2A7B96},FW1,10/30/2001,11:00:00 AM,BSEIN,SEIN50,1,No,RAN,,,,16.30,0.12,FALSE,838,,,,,,GO,goleary,,,0,,
211,{388ADC70-EA72-11D5-BD92-00104B2A7B96},FW1,11/28/2001,8:40:00 AM,BSEIN,SEIN50,1,No,CLD,,,,9.70,0.2,FALSE,551,,,,,GO,GO,goleary,,,0,,
212,{3488CE14-F59F-11D5-BD9C-00104B2A7B96},FW1,12/18/2001,12:52:00 PM,BSEIN,SEIN50,1,No,CLD,,,,9.50,0.2,FALSE,,,,,,SZ,GO,goleary,,,0,,
213,{22F262CC-151A-11D6-BDB5-00104B2A7B96},FW1,1/8/2002,12:11:00 PM,BSEIN,SEIN50,1,No,FOG,,,,10.28,,FALSE,,,,,,GO,GO,goleary,,,0,,
214,{B196000E-21A5-11D6-BDC2-00104B2A7B96},FW1,1/24/2002,1:25:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.10,0.25,FALSE,148,,,,,GO,GO,goleary,,,0,,
215,{C606873A-2D64-11D6-BDCD-00104B2A7B96},FW1,2/26/2002,2:17:00 PM,BSEIN,SEIN50,1,No,CLR,,,,17.30,0.3,FALSE,288,,,,,GO,GO,goleary,,,0,,
216,{82A44356-4825-11D6-BDE9-00104B2A7B96},FW1,3/26/2002,10:20:00 AM,BSEIN,SEIN50,1,No,CLR,,,,16.30,0.39,FALSE,323,,,,,GO,GO,goleary,,,0,,
217,{82A4436C-4825-11D6-BDE9-00104B2A7B96},FW1,3/26/2002,10:35:00 AM,BSEIN,SEIN50,1,No,CLR,,,,15.80,0.22,FALSE,318,,,,,GO,GO,goleary,,,0,,
218,{30ABE9C0-728F-11D6-BE12-00104B2A7B96},FW1,4/25/2002,11:40:00 AM,BSEIN,SEIN50,1,No,CLR,,,,20.00,0.23,FALSE,408,,,,,GO,SZ,goleary,,,0,,
219,{B507042F-7421-11D6-B278-00105AAA0B77},FW1,5/29/2002,11:50:00 AM,BSEIN,SEIN50,1,No,CLR,,,,26.20,0.54,FALSE,583,,,,,SZ,GO,szeug,,,0,,
220,{D96C0255-8936-11D6-BE2A-00104B2A7B96},FW1,6/20/2002,11:22:00 AM,BSEIN,SEIN50,1,No,CLR,,,,26.10,,FALSE,609,,,,,GO,SZ,goleary,,,0,,
221,{C5298A07-9A6D-11D6-B29C-00105AAA0B77},FW1,7/17/2002,11:45:00 AM,BSEIN,SEIN50,1,No,CLR,,,,26.50,0.22,FALSE,680,,,,,SZ,SZ,szeug,,,0,,
222,{5563651C-6FAA-45CD-BED2-C0DE688CF252},FW1,8/23/2002,11:04:00 AM,BSEIN,SEIN50,1,No,CLR,,,,21.40,0.34,FALSE,,,,,,BH,BH,bharrell,,,0,,
223,{D93295F9-E11B-4D61-8205-438328645724},FW1,9/30/2002,12:00:00 PM,BSEIN,SEIN50,1,No,CLR,,,,21.20,0.2,FALSE,763,,,,,,KW,bharrell,,,0,,
224,{FEC9932B-7F0D-49A4-A56A-83F114C1DEC5},FW1,10/29/2002,12:28:00 PM,BSEIN,SEIN50,1,No,CLR,,,,19.00,0.24,FALSE,810,,,,,BH,KW,bharrell,,,0,,
225,{DDDF9986-944D-444C-9539-E3B4B136AE62},FW1,12/3/2002,8:07:00 AM,BSEIN,SEIN50,1,No,FOG,,,,9.30,0.21,FALSE,789,,,,,BH,KW,bharrell,,,0,,
226,{5447FB07-117E-4F1D-9AD6-9C1623FFB015},FW1,12/23/2002,2:05:00 PM,BSEIN,SEIN50,1,No,RAN,,,,9.10,0.2,FALSE,486,,,,,,,bharrell,,,0,,
227,{5DDF7055-3D86-45EC-9104-1879FA0B9B20},FW1,12/30/2002,2:05:00 PM,BSEIN,SEIN50,1,No,RAN,,,,9.10,0.2,FALSE,486,,,,,KW,KW,KWoodside,,,0,,
228,{4ECD15B4-BD99-488D-8AEC-41C074CFB56A},FW1,1/6/2003,1:34:00 PM,BSEIN,SEIN50,2,No,CLR,,,,12.30,0.17,FALSE,168,,,,,KW,KW,KWoodside,,,0,,
229,{C365B7A9-33D1-11D7-B2A6-00105AAA0B77},FW1,1/6/2003,1:55:00 PM,BSEIN,SEIN50,2,No,CLR,,,,10.70,0.16,FALSE,160,,,,,KW,KW,KWoodside,,,0,,
230,{4F73E0BC-39EF-11D7-B2A8-00105AAA0B77},FW1,2/3/2003,11:45:00 AM,BSEIN,SEIN50,1,No,CLR,,,,12.30,0.27,FALSE,417,,,,,KW,KW,KWoodside,,,0,,
231,{9A81EBA0-4E87-11D7-BE42-00104B2A7B96},FW1,3/4/2003,11:40:00 AM,BSEIN,SEIN50,1,No,CLR,,,,13.90,0.46,FALSE,657,,,,,JH,JH,JHeublein,,,0,,
232,{8E58F9A1-4073-11D7-B2A8-00105AAA0B77},FW1,3/13/2003,3:45:00 PM,BSEIN,SEIN50,1,No,CLD,,,,11.20,0.25,FALSE,400,,,,,,,KWoodside,,,0,,
233,{51E02916-1689-4186-A917-B03BBCA97042},FW1,4/2/2003,12:15:00 PM,BSEIN,SEIN50,1,No,CLR,,,,16.80,0.3,FALSE,780,,,,,JH,JH,JHeublein,,,0,,
234,{F9423774-D2F3-4E3D-B118-D6A2D19512DA},FW1,5/8/2003,3:08:00 PM,BSEIN,SEIN50,1,No,CLR,,,,17.00,,FALSE,231,,,,,JH,JH,JHeublein,,,0,,
235,{6AE08B21-CE81-4B9F-9F4E-F80577B3EE72},FW1,5/27/2003,1:00:00 PM,BSEIN,SEIN50,2,No,CLR,,,,26.20,0.46,FALSE,275,,,,,JH,JH,JHeublein,,,0,,
236,{812DCF30-9D65-4669-8661-3FDCCE451494},FW1,6/18/2003,12:15:00 PM,BSEIN,SEIN50,1,No,CLD,,,,23.90,0.26,FALSE,359,,,,,KW,KW,KWoodside,,,0,,
237,{BBD79196-3A04-4F49-B717-A28AC50EA46E},FW1,1/5/2004,12:43:00 PM,BSEIN,SEIN50,1,No,CLR,,,,8.00,0.116,FALSE,137,,,,,ch,ch,CHogle,,,0,,
238,{3385A60E-337F-4887-9291-F5C4BBCDE6CD},FW1,1/28/2004,10:20:00 AM,BSEIN,SEIN50,1,No,CLD,,,,,,FALSE,,,,,,ch,ch,CHogle,,,0,,
239,{5DD0A0BE-7305-4531-B356-F7092F1014BC},FW1,2/24/2004,12:40:00 PM,BSEIN,SEIN50,1,No,CLR,,,,11.80,,FALSE,,,,,,ch,ch,CHogle,,,0,,
240,{295ABD58-9A06-455B-A516-6FD952FDD50B},FW1,3/5/2004,10:50:00 AM,BSEIN,SEIN50,1,No,CLD,,,,10.40,0.21,FALSE,151,,,,,ch,ch,CHogle,,,0,,
241,{593FAC62-F529-4E2C-9760-CCE7D7FA9673},FW1,4/7/2004,9:30:00 AM,BSEIN,SEIN50,1,No,CLR,,,,17.10,0.55,FALSE,457,,,,,ch,ch,CHogle,,,0,,
242,{68CF02C4-E049-4BB8-8327-9DC8C63D3A85},FW1,4/21/2004,2:30:00 PM,BSEIN,SEIN50,1,No,CLD,,,,19.30,0.37,FALSE,508,,,,,ch,ch,CHogle,,,0,,
243,{B471A068-7CFB-4E1B-9D92-E571ACF4E6CE},FW1,5/10/2004,9:15:00 AM,BSEIN,SEIN50,1,No,CLR,,,,20.60,0.44,FALSE,550,,,,,ch,ch,Admin,,,0,,
244,{BDAA8AC5-AC1C-4AEB-B1EC-C208831C1A43},FW1,5/20/2004,1:45:00 PM,BSEIN,SEIN50,1,No,CLR,,,,23.00,0.35,FALSE,557,,,,,ch,ch,chogle,,,0,,
245,{A27287D6-26C7-4202-883E-FA4F370366F0},FW1,6/9/2004,10:10:00 AM,BSEIN,SEIN50,1,No,CLR,,,,23.30,0.37,FALSE,579,,,,,ch,ch,chogle,,,0,,
246,{CCD6C297-6C12-4C3C-8BE6-CDAB4845AEFB},FW1,10/19/2004,10:15:00 AM,BSEIN,SEIN50,2,No,RAN,,,,15.60,0.33,FALSE,605,,,,,ch,ch,chogle,,,0,,
247,{D22BA2DA-D111-47AD-9AC4-1903D8407E28},FW1,11/12/2004,2:45:00 PM,BSEIN,SEIN50,2,No,CLR,,,,15.00,0.48,FALSE,707,,,,,ch,ch,chogle,,,0,,
248,{19CCE78C-B9A5-4C0C-AE4B-3EA8AC58FFBA},FW1,1/13/2005,11:00:00 AM,BSEIN,SEIN50,2,No,FOG,,,,,,FALSE,,,,,,ch,ch,chogle,,,0,,
249,{0614707E-8DA4-4DB3-B106-41DBE14DC841},FW1,2/8/2005,11:00:00 AM,BSEIN,SEIN50,2,No,CLD,,,,10.80,0.58,FALSE,492,,,,,ch,ch,chogle,,,0,,
250,{AC869F75-5EB6-4E71-9F28-F282BF0570C4},FW1,4/19/2005,11:30:00 AM,BSEIN,SEIN50,2,No,CLR,,,,15.40,,FALSE,547,,,,,ch,ch,chogle,,,0,,
251,{683AB6A2-4B2F-40F7-8D33-ABBA6765C137},FW1,5/23/2005,2:45:00 PM,BSEIN,SEIN50,1,No,CLR,,,,,,FALSE,,,,,,ch,ch,chogle,,,0,,
252,{82E3F8E5-770D-4225-85D7-C7AA741010F2},LI,5/5/1998,10:40:00 AM,BSEIN,SEIN50,2,No,CLD,,,,19.44,,FALSE,,,,,,,,Imported98Record,,,0,,
253,{D10D9690-5149-4480-94B9-AE57DB884F71},LI,5/5/1998,11:10:00 AM,BSEIN,SEINENCL,2,No,CLD,,,,19.44,,FALSE,,,,,,,,Imported98Record,,,0,,
254,{E68CCFCC-0B7C-43B3-8F9F-ECC2938F5DD7},LI,5/5/1998,11:35:00 AM,BSEIN,SEIN50,2,No,CLD,,,,19.44,,FALSE,,,,,,,,Imported98Record,,,0,,
255,{70E566B0-D2A0-4B7B-A72A-73A8B3A67FD3},LI,5/5/1998,11:55:00 AM,BSEIN,SEIN50,2,No,CLD,,,,19.44,,FALSE,,,,,,,,Imported98Record,,,0,,
