"EventID","SeineLength","SeineWidth","SeineDepth","SeineVolume","TrapStatus","TrapHours","RevCounter","TotalRevs","CommentRevs"
229,11,10,0.3,33,NA,NA,NA,NA,""
1268,6,3,1,18,NA,NA,NA,NA,""
88,13,4,0.8,41.60000229,NA,NA,NA,NA,""
230,13,14,0.6,109.2000046,NA,NA,NA,NA,""
1791,13,5,1,65,NA,NA,NA,NA,""
1269,13,3,0.5,19.5,NA,NA,NA,NA,""
2259,13,8,0.8,83.20000458,NA,NA,NA,NA,""
89,6,2,0.3,3.600000143,NA,NA,NA,NA,""
231,19,13,0.6,148.2000122,NA,NA,NA,NA,""
90,20,10,0.3,60.00000381,NA,NA,NA,NA,""
232,14,10,0.3,42,NA,NA,NA,NA,""
1270,15,6,0.8,72,NA,NA,NA,NA,""
91,10,5,0.4,20,NA,NA,NA,NA,""
233,10,10,0.5,50,NA,NA,NA,NA,""
1271,4,2,1,8,NA,NA,NA,NA,""
92,13,2,0.6,15.60000038,NA,NA,NA,NA,""
234,15,15,0.8,180,NA,NA,NA,NA,""
1272,15,5,0.6,45,NA,NA,NA,NA,""
93,13,2,0.8,20.80000114,NA,NA,NA,NA,""
235,13,0.5,1.1,7.150000095,NA,NA,NA,NA,""
1273,13,1.5,0.9,17.54999924,NA,NA,NA,NA,""
94,6,1,0.5,3,NA,NA,NA,NA,""
236,9,5,0.4,18,NA,NA,NA,NA,""
237,10,5,1,50,NA,NA,NA,NA,""
95,12,13,0.7,109.1999969,NA,NA,NA,NA,""
238,7,5,1.2,42,NA,NA,NA,NA,""
96,2,6,1.1,13.20000076,NA,NA,NA,NA,""
1861,3,10,1.2,36,NA,NA,NA,NA,""
239,9,10,0.7,63,NA,NA,NA,NA,""
97,6,4,0.7,16.79999924,NA,NA,NA,NA,""
278,10,3,3.2,96,NA,NA,NA,NA,""
1871,8,10,1.2,96,NA,NA,NA,NA,""
1872,18,5,1.3,116.9999924,NA,NA,NA,NA,""
279,14,4,1.1,61.60000229,NA,NA,NA,NA,""
240,5,7,1,35,NA,NA,NA,NA,""
98,5,5,1.1,27.5,NA,NA,NA,NA,""
241,5,5,1.2,30.00000191,NA,NA,NA,NA,""
99,5,2,0.3,3,NA,NA,NA,NA,""
1885,15,3,1,45,NA,NA,NA,NA,""
280,5,2,1,10,NA,NA,NA,NA,""
1893,20,2.5,1,50,NA,NA,NA,NA,""
281,10,2,1,20,NA,NA,NA,NA,""
242,4,5,1.2,24,NA,NA,NA,NA,""
100,10,2,1,20,NA,NA,NA,NA,""
1901,15,2.5,1,37.5,NA,NA,NA,NA,""
282,15,1,0.2,3,NA,NA,NA,NA,""
243,4,4,1.2,19.20000076,NA,NA,NA,NA,""
101,4,2.5,1,10,NA,NA,NA,NA,""
1907,12,2,1,24,NA,NA,NA,NA,""
283,10,2,0.8,16,NA,NA,NA,NA,""
244,3.5,3.5,1.2,14.70000076,NA,NA,NA,NA,""
102,5,2,1.2,12,NA,NA,NA,NA,""
245,3.5,3,1.2,12.60000038,NA,NA,NA,NA,""
103,5,2,1.2,12,NA,NA,NA,NA,""
284,6,1.2,1.2,8.640000343,NA,NA,NA,NA,""
1916,12,2,1,24,NA,NA,NA,NA,""
246,1,2,1.1,2.200000048,NA,NA,NA,NA,""
2260,20,15,1.1,330,NA,NA,NA,NA,""
1927,20,4,1,80,NA,NA,NA,NA,""
285,15,2,1,30,NA,NA,NA,NA,""
1928,20,4,1,80,NA,NA,NA,NA,""
286,10,2,0.8,16,NA,NA,NA,NA,""
2261,20,15,1.1,330,NA,NA,NA,NA,""
247,4,1,1,4,NA,NA,NA,NA,""
1929,20,2,1,40,NA,NA,NA,NA,""
287,15,2,0.7,21,NA,NA,NA,NA,""
2262,15,2,0.9,27,NA,NA,NA,NA,""
1930,20,1.5,1.2,36,NA,NA,NA,NA,""
288,15,1.5,1.1,24.75,NA,NA,NA,NA,""
2263,20,3,1.2,72,NA,NA,NA,NA,""
1931,20,2.5,1,50,NA,NA,NA,NA,""
289,15,1.5,1.2,27.00000191,NA,NA,NA,NA,""
2264,20,2,1,40,NA,NA,NA,NA,""
248,10,4,0.2,8,NA,NA,NA,NA,""
290,10,10,0.3,30.00000191,NA,NA,NA,NA,""
2265,20,1,1.3,26,NA,NA,NA,NA,""
249,6,6,0.2,7.200000286,NA,NA,NA,NA,""
2266,20,6,1.1,132,NA,NA,NA,NA,""
1949,20,2,1.1,44,NA,NA,NA,NA,""
291,13,1.5,0.8,15.60000038,NA,NA,NA,NA,""
1962,20,2,1.1,44,NA,NA,NA,NA,""
2267,20,5,1,100,NA,NA,NA,NA,""
250,8,1.5,1.3,15.59999943,NA,NA,NA,NA,""
2268,20,5,1.1,110,NA,NA,NA,NA,""
1979,20,3,1,60,NA,NA,NA,NA,""
1098,5,5,1,25,NA,NA,NA,NA,""
1102,5,5,1,25,NA,NA,NA,NA,""
2269,20,5,1.1,110,NA,NA,NA,NA,""
1987,20,2,1.1,44,NA,NA,NA,NA,""
251,5,10,1.5,75,NA,NA,NA,NA,""
292,10,8,1,80,NA,NA,NA,NA,""
1114,10,5,1.5,75,NA,NA,NA,NA,""
2270,20,3,1.1,66,NA,NA,NA,NA,""
2006,20,3,0.3,18,NA,NA,NA,NA,""
1127,6,5,0.9,27,NA,NA,NA,NA,""
2288,15,5,0.8,60,NA,NA,NA,NA,""
2289,15,3,0.8,36,NA,NA,NA,NA,""
2290,8,5,0.6,24,NA,NA,NA,NA,""
2292,7,3,0.7,14.69999981,NA,NA,NA,NA,""
2291,11,4,0.8,35.20000076,NA,NA,NA,NA,""
2293,6,3,0.6,10.80000019,NA,NA,NA,NA,""
2295,6,3,0.6,10.80000019,NA,NA,NA,NA,""
2294,9,2,0.5,9,NA,NA,NA,NA,""
2296,9,3,1,27,NA,NA,NA,NA,""
2297,8,4,0.6,19.20000076,NA,NA,NA,NA,""
2298,4,4,0.5,8,NA,NA,NA,NA,""
2299,13,3,0.6,23.40000153,NA,NA,NA,NA,""
2300,5,3,0.6,9,NA,NA,NA,NA,""
2301,5,3,0.6,9,NA,NA,NA,NA,""
2302,NA,NA,NA,NA,NA,NA,NA,NA,""
2303,8,6,0.5,24,NA,NA,NA,NA,""
2304,6,4,0.5,12,NA,NA,NA,NA,""
2305,9,6,0.6,32.40000153,NA,NA,NA,NA,""
2306,10,5,0.7,35,NA,NA,NA,NA,""
2308,16,3,0.7,33.59999847,NA,NA,NA,NA,""
2309,15,4,0.5,30,NA,NA,NA,NA,""
2310,15,10,0.4,60,NA,NA,NA,NA,""
2311,6,1.5,1,9,NA,NA,NA,NA,""
2312,10,6,0.5,30,NA,NA,NA,NA,""
2314,10,12,0.5,60,NA,NA,NA,NA,""
2313,9,2,0.4,7.200000286,NA,NA,NA,NA,""
2316,12,10,0.3,36,NA,NA,NA,NA,""
2315,15,2,0.3,9,NA,NA,NA,NA,""
2391,4,3,0.2,2.400000095,NA,NA,NA,NA,""
2366,7,8,0.4,22.39999962,NA,NA,NA,NA,""
2367,9,4,0.5,18,NA,NA,NA,NA,""
2368,15,5,0.6,45,NA,NA,NA,NA,""
2374,5,4,0.5,10,NA,NA,NA,NA,""
2390,8,3,0.4,9.600000381,NA,NA,NA,NA,""
2378,9,5,0.8,36,NA,NA,NA,NA,""
2379,22,6,0.7,92.40000153,NA,NA,NA,NA,""
2377,9,6,0.5,27,NA,NA,NA,NA,""
2376,15,5,0.5,37.5,NA,NA,NA,NA,""
2375,10,6,0.5,30,NA,NA,NA,NA,""
2380,12,4,0.3,14.40000057,NA,NA,NA,NA,""
2381,12,4,0.4,19.20000076,NA,NA,NA,NA,""
2384,12,6,0.3,21.60000038,NA,NA,NA,NA,""
2383,6,3,0.5,9,NA,NA,NA,NA,""
2382,8,5,0.6,24,NA,NA,NA,NA,""
2389,6,4,0.5,12,NA,NA,NA,NA,""
2388,6,2,0.4,4.800000191,NA,NA,NA,NA,""
2387,12,6,0.3,21.60000038,NA,NA,NA,NA,""
2386,12,3,0.4,14.40000057,NA,NA,NA,NA,""
2385,11,5,0.6,33,NA,NA,NA,NA,""
2411,20,4,0.6,48,NA,NA,NA,NA,""
2410,13,4,0.5,26,NA,NA,NA,NA,""
2409,5,4,0.5,10,NA,NA,NA,NA,""
2408,7,4,0.5,14,NA,NA,NA,NA,""
2412,5,4,0.6,12,NA,NA,NA,NA,""
2419,12,4,0.5,24,NA,NA,NA,NA,""
2418,16,4,0.7,44.79999924,NA,NA,NA,NA,""
2420,10,5,0.5,25,NA,NA,NA,NA,""
2422,12,4,0.3,14.40000057,NA,NA,NA,NA,""
2421,7,3,0.6,12.60000038,NA,NA,NA,NA,""
2423,20,4,0.7,56,NA,NA,NA,NA,""
2424,12,4,0.6,28.80000114,NA,NA,NA,NA,""
2427,15,6,0.6,54.00000381,NA,NA,NA,NA,""
2426,12,5,0.4,24,NA,NA,NA,NA,""
2425,8,4,0.6,19.20000076,NA,NA,NA,NA,""
2438,15,4,0.6,36,NA,NA,NA,NA,""
2437,12,4,0.8,38.40000153,NA,NA,NA,NA,""
2436,13,4,0.7,36.39999771,NA,NA,NA,NA,""
2435,15,4,0.5,30,NA,NA,NA,NA,""
2434,10,3,0.5,15,NA,NA,NA,NA,""
2439,12,4,0.8,38.40000153,NA,NA,NA,NA,""
2440,18,4,0.6,43.20000076,NA,NA,NA,NA,""
2442,6,5,0.8,24,NA,NA,NA,NA,""
2443,4,2,0.5,4,NA,NA,NA,NA,""
2441,12,10,0.6,72,NA,NA,NA,NA,""
2445,21,4,0.8,67.20000458,NA,NA,NA,NA,""
2444,18,5,0.8,72,NA,NA,NA,NA,""
2447,24,4,0.7,67.19999695,NA,NA,NA,NA,""
2446,18,5,0.7,63,NA,NA,NA,NA,""
2448,6,5,0.5,15,NA,NA,NA,NA,""
960,6,2,0.5,6,NA,NA,NA,NA,""
959,7,5,0.6,21,NA,NA,NA,NA,""
975,12,7,0.8,67.20000458,NA,NA,NA,NA,""
976,4,3,0.2,2.400000095,NA,NA,NA,NA,""
2456,5,4,0.6,12,NA,NA,NA,NA,""
2459,4,4,0.5,8,NA,NA,NA,NA,""
2467,11,3,0.5,16.5,NA,NA,NA,NA,""
2466,5,4,0.4,8,NA,NA,NA,NA,""
2472,12,10,0.5,60,NA,NA,NA,NA,""
2471,4,2,0.7,5.599999905,NA,NA,NA,NA,""
2484,15,10,0.8,120,NA,NA,NA,NA,""
2485,6,4,0.4,9.600000381,NA,NA,NA,NA,""
2562,35,3,1,105,NA,NA,NA,NA,""
2581,40,3,1,120,NA,NA,NA,NA,""
2582,50,3,1,150,NA,NA,NA,NA,""
2589,40,3,1,120,NA,NA,NA,NA,""
2590,45,3,0.5,67.5,NA,NA,NA,NA,""
2606,40,3,0.5,60,NA,NA,NA,NA,""
2607,45,4,1,180,NA,NA,NA,NA,""
2628,40,3,0.5,60,NA,NA,NA,NA,""
2629,50,3,0.5,75,NA,NA,NA,NA,""
2633,40,3,0.5,60,NA,NA,NA,NA,""
2632,50,3,0.5,75,NA,NA,NA,NA,""
2648,35,3,1,105,NA,NA,NA,NA,""
2649,50,4,0.5,100,NA,NA,NA,NA,""
2680,27,0.75,1,20.25,NA,NA,NA,NA,""
2679,30,2,1,60,NA,NA,NA,NA,""
2681,40,2,1,80,NA,NA,NA,NA,""
2678,27,3,1,81,NA,NA,NA,NA,""
2677,40,3,1.5,180,NA,NA,NA,NA,""
2676,NA,NA,NA,NA,NA,NA,NA,NA,""
2684,30,2.5,2,150,NA,NA,NA,NA,""
2685,30,2,0.5,30,NA,NA,NA,NA,""
2686,20,2,1,40,NA,NA,NA,NA,""
2687,35,3,1.5,157.5,NA,NA,NA,NA,""
2689,30,13,1.5,585,NA,NA,NA,NA,""
2699,30,3,1,90,NA,NA,NA,NA,""
2698,25,3,1,75,NA,NA,NA,NA,""
2703,27,1.5,2,81,NA,NA,NA,NA,""
2702,35,3.5,1.5,183.75,NA,NA,NA,NA,""
2701,20,2,1.5,60,NA,NA,NA,NA,""
2700,30,1.5,1.1,49.5,NA,NA,NA,NA,""
2696,40,3,2,240,NA,NA,NA,NA,""
2708,28,3,0.8,67.20000458,NA,NA,NA,NA,""
2709,15,2,1.5,45,NA,NA,NA,NA,""
2710,35,1.5,1.7,89.25,NA,NA,NA,NA,""
2711,15,1.5,0.6,13.50000095,NA,NA,NA,NA,""
2713,30,4,0.6,72,NA,NA,NA,NA,""
2717,25,13,0.8,260,NA,NA,NA,NA,""
2714,35,5,0.8,140,NA,NA,NA,NA,""
2731,15,5,0.8,60,NA,NA,NA,NA,""
2732,15,5,1,75,NA,NA,NA,NA,""
2730,40,4,0.8,128,NA,NA,NA,NA,""
2728,25,15,1,375,NA,NA,NA,NA,""
2725,35,4,0.8,112,NA,NA,NA,NA,""
2724,20,4,1.1,88,NA,NA,NA,NA,""
2723,30,4,1,120,NA,NA,NA,NA,""
2722,30,15,1,450,NA,NA,NA,NA,""
2743,30,4,0.9,108,NA,NA,NA,NA,""
2741,15,7,1,105,NA,NA,NA,NA,""
2733,30,3,0.3,27.00000191,NA,NA,NA,NA,""
2734,20,4,0.7,56,NA,NA,NA,NA,""
2736,35,5,0.7,122.5,NA,NA,NA,NA,""
2737,27,4,0.7,75.59999847,NA,NA,NA,NA,""
2738,30,13,1.1,429,NA,NA,NA,NA,""
2761,28,3,0.8,67.20000458,NA,NA,NA,NA,""
2759,35,4,0.9,126,NA,NA,NA,NA,""
2760,15,4,0.8,48,NA,NA,NA,NA,""
2758,15,4,1.1,66,NA,NA,NA,NA,""
2763,20,5,0.4,40,NA,NA,NA,NA,""
2764,15,5,0.6,45,NA,NA,NA,NA,""
2767,30,4,0.3,36,NA,NA,NA,NA,""
2771,20,5,0.8,80,NA,NA,NA,NA,""
2768,35,5,1,175,NA,NA,NA,NA,""
2770,27,3,1.1,89.09999847,NA,NA,NA,NA,""
2773,30,13,1.3,506.9999695,NA,NA,NA,NA,""
2774,40,6,0.8,192,NA,NA,NA,NA,""
2778,35,2,0.6,42,NA,NA,NA,NA,""
2777,15,3,0.8,36,NA,NA,NA,NA,""
3411,75,5,0.5,187.5,NA,NA,NA,NA,""
3409,45,13,0.5,292.5,NA,NA,NA,NA,""
3410,30,13,0.6,234.0000153,NA,NA,NA,NA,""
985,35,13,0.6,273,NA,NA,NA,NA,""
986,30,4,1.2,144,NA,NA,NA,NA,""
988,10,13,1.2,156,NA,NA,NA,NA,""
989,35,6,1.2,252.0000153,NA,NA,NA,NA,""
1006,30,13,0.5,195,NA,NA,NA,NA,""
1003,27,2.5,0.8,54,NA,NA,NA,NA,""
1004,20,2.5,0.8,40,NA,NA,NA,NA,""
1008,30,1,0.9,27,NA,NA,NA,NA,""
2821,30,4,0.7,84,NA,NA,NA,NA,""
2822,30,3,0.7,63,NA,NA,NA,NA,""
2823,40,6,1,240,NA,NA,NA,NA,""
2838,27,3,0.7,56.70000076,NA,NA,NA,NA,""
2840,30,1.5,0.3,13.50000095,NA,NA,NA,NA,""
2839,40,4,0.7,112,NA,NA,NA,NA,""
2854,27,4,0.6,64.80000305,NA,NA,NA,NA,""
2855,30,2.5,0.3,22.5,NA,NA,NA,NA,""
2856,40,4.5,0.7,126,NA,NA,NA,NA,""
2869,40,13,0.6,312,NA,NA,NA,NA,""
2866,35,20,0.6,420.0000305,NA,NA,NA,NA,""
2878,27,5,0.25,33.75,NA,NA,NA,NA,""
2876,27,2.5,0.4,27,NA,NA,NA,NA,""
2877,40,5,0.8,160,NA,NA,NA,NA,""
2894,22,3,0.6,39.60000229,NA,NA,NA,NA,""
2893,27,5,1,135,NA,NA,NA,NA,""
2895,38,4,1.2,182.4000092,NA,NA,NA,NA,""
2896,17,3,1,51,NA,NA,NA,NA,""
2899,18,5,1,90,NA,NA,NA,NA,""
2900,27,2.5,0.4,27,NA,NA,NA,NA,""
2902,30,0.8,0.5,12,NA,NA,NA,NA,""
2904,27,4,0.9,97.19999695,NA,NA,NA,NA,""
2905,25,5,0.75,93.75,NA,NA,NA,NA,""
2906,15,4,0.9,54,NA,NA,NA,NA,""
2907,40,4,0.5,80,NA,NA,NA,NA,""
2916,15,11,1.2,198.0000153,NA,NA,NA,NA,""
2919,27,4,1,108,NA,NA,NA,NA,""
2918,17,4,1.1,74.80000305,NA,NA,NA,NA,""
2920,18,4,0.9,64.79999542,NA,NA,NA,NA,""
2921,30,3,0.7,63,NA,NA,NA,NA,""
2922,25,3,1,75,NA,NA,NA,NA,""
2923,27,4,1,108,NA,NA,NA,NA,""
2924,38,4,0.8,121.5999985,NA,NA,NA,NA,""
2928,20,2,0.8,32,NA,NA,NA,NA,""
2936,20,3,1,60,NA,NA,NA,NA,""
2937,28,5,0.7,98,NA,NA,NA,NA,""
2938,38,4,1,152,NA,NA,NA,NA,""
2939,17,4,1.1,74.80000305,NA,NA,NA,NA,""
2942,24,3,0.9,64.79999542,NA,NA,NA,NA,""
2944,20,9,1,180,NA,NA,NA,NA,""
2946,27,3,1,81,NA,NA,NA,NA,""
2947,20,NA,NA,NA,NA,NA,NA,NA,""
2948,17,4,0.7,47.59999847,NA,NA,NA,NA,""
2949,30,3,0.4,36,NA,NA,NA,NA,""
2950,27,3,0.6,48.60000229,NA,NA,NA,NA,""
2951,30,2,0.3,18,NA,NA,NA,NA,""
2952,40,5,0.8,160,NA,NA,NA,NA,""
2962,20,10,1,200,NA,NA,NA,NA,""
2964,30,3,0.7,63,NA,NA,NA,NA,""
2966,15,2,0.6,18,NA,NA,NA,NA,""
2967,30,2,0.2,12,NA,NA,NA,NA,""
2968,28,4,0.6,67.20000458,NA,NA,NA,NA,""
2969,45,4.5,0.5,101.25,NA,NA,NA,NA,""
2970,38,5,0.5,95,NA,NA,NA,NA,""
2971,17,9,1,153,NA,NA,NA,NA,""
2974,24,4,0.8,76.80000305,NA,NA,NA,NA,""
2982,27,3,1,81,NA,NA,NA,NA,""
2983,30,3,0.7,63,NA,NA,NA,NA,""
2984,40,6,0.6,144,NA,NA,NA,NA,""
2986,30,10,0.8,240,NA,NA,NA,NA,""
2988,30,3,0.8,72,NA,NA,NA,NA,""
2989,35,3,0.7,73.5,NA,NA,NA,NA,""
2990,20,3,0.8,48,NA,NA,NA,NA,""
2991,30,NA,NA,NA,NA,NA,NA,NA,""
2999,28,4,0.7,78.40000153,NA,NA,NA,NA,""
2997,45,6,0.5,135,NA,NA,NA,NA,""
2996,38,4,0.6,91.20000458,NA,NA,NA,NA,""
2995,17,NA,NA,NA,NA,NA,NA,NA,""
2992,24,2,0.9,43.19999695,NA,NA,NA,NA,""
3012,30,4,0.7,84,NA,NA,NA,NA,""
3013,27,4,0.3,32.40000153,NA,NA,NA,NA,""
3014,40,6,0.6,144,NA,NA,NA,NA,""
3016,30,13,0.5,195,NA,NA,NA,NA,""
3019,30,4,0.6,72,NA,NA,NA,NA,""
3020,35,6,0.5,105,NA,NA,NA,NA,""
3021,17,4,0.4,27.20000076,NA,NA,NA,NA,""
3022,27,3,0.3,24.30000114,NA,NA,NA,NA,""
3023,28,5,0.4,56,NA,NA,NA,NA,""
3024,28,5,0.3,42,NA,NA,NA,NA,""
3025,25,5,0.5,62.5,NA,NA,NA,NA,""
3026,17,3,0.7,35.70000076,NA,NA,NA,NA,""
3029,30,2,0.7,42,NA,NA,NA,NA,""
3042,40,8,0.4,128,NA,NA,NA,NA,""
3047,27,3,1.3,105.2999954,NA,NA,NA,NA,""
3048,30,4,0.9,108,NA,NA,NA,NA,""
3046,40,5,0.9,180,NA,NA,NA,NA,""
3063,30,3,0.8,72,NA,NA,NA,NA,""
3062,28,4,0.5,56,NA,NA,NA,NA,""
3061,35,5,0.7,122.5,NA,NA,NA,NA,""
3059,17,4,0.8,54.40000153,NA,NA,NA,NA,""
3056,30,2,0.6,36,NA,NA,NA,NA,""
3054,30,8,0.6,144,NA,NA,NA,NA,""
3052,25,5,0.6,75,NA,NA,NA,NA,""
3051,30,4,0.6,72,NA,NA,NA,NA,""
3050,15,4,0.4,24,NA,NA,NA,NA,""
3049,30,3,0.3,27.00000191,NA,NA,NA,NA,""
3065,27,3,0.9,72.90000153,NA,NA,NA,NA,""
3067,30,3,0.3,27.00000191,NA,NA,NA,NA,""
3066,40,5,0.6,120.0000076,NA,NA,NA,NA,""
3080,30,3,0.6,54.00000381,NA,NA,NA,NA,""
3079,15,5,0.5,37.5,NA,NA,NA,NA,""
3078,38,4,0.8,121.5999985,NA,NA,NA,NA,""
3077,20,5,0.5,50,NA,NA,NA,NA,""
3074,30,2,0.7,42,NA,NA,NA,NA,""
3072,30,10,0.3,90,NA,NA,NA,NA,""
3070,27,4,0.4,43.20000076,NA,NA,NA,NA,""
3068,35,6,0.3,63.00000381,NA,NA,NA,NA,""
3069,17,3,0.2,10.19999981,NA,NA,NA,NA,""
3064,27,4,1.3,140.3999939,NA,NA,NA,NA,""
3083,30,4,0.8,96,NA,NA,NA,NA,""
3082,40,5,0.5,100,NA,NA,NA,NA,""
3096,27,5,0.4,54,NA,NA,NA,NA,""
3097,30,3,0.5,45,NA,NA,NA,NA,""
3095,15,3,0.7,31.5,NA,NA,NA,NA,""
3090,25,2,0.4,20,NA,NA,NA,NA,""
3089,27,4,0.4,43.20000076,NA,NA,NA,NA,""
3087,30,13,0.5,195,NA,NA,NA,NA,""
3085,27,13,0.7,245.6999969,NA,NA,NA,NA,""
3084,35,6,0.7,147,NA,NA,NA,NA,""
3094,15,4,0.5,30,NA,NA,NA,NA,""
3093,30,3,0.2,18,NA,NA,NA,NA,""
3113,30,3,0.5,45,NA,NA,NA,NA,""
3112,27,4,0.6,64.80000305,NA,NA,NA,NA,""
3111,30,4,0.6,72,NA,NA,NA,NA,""
3110,15,3,0.7,31.5,NA,NA,NA,NA,""
3107,25,2,0.7,35,NA,NA,NA,NA,""
3105,25,14,0.5,175,NA,NA,NA,NA,""
3101,30,5,0.7,105,NA,NA,NA,NA,""
3116,27,5,0.7,94.5,NA,NA,NA,NA,""
3115,15,3,0.7,31.5,NA,NA,NA,NA,""
3114,30,4,0.8,96,NA,NA,NA,NA,""
3100,27,3,1,81,NA,NA,NA,NA,""
3099,30,3,0.5,45,NA,NA,NA,NA,""
3098,40,6,0.7,168,NA,NA,NA,NA,""
3119,27,3,0.6,48.60000229,NA,NA,NA,NA,""
3118,30,2,0.4,24,NA,NA,NA,NA,""
3117,20,5,0.6,60.00000381,NA,NA,NA,NA,""
3141,27,3,0.9,72.90000153,NA,NA,NA,NA,""
3142,30,5,0.7,105,NA,NA,NA,NA,""
3140,20,7,0.4,56,NA,NA,NA,NA,""
3143,27,3,0.8,64.80000305,NA,NA,NA,NA,""
3144,30,2,0.4,24,NA,NA,NA,NA,""
3145,20,6,0.7,84,NA,NA,NA,NA,""
3146,27,3,1.1,89.09999847,NA,NA,NA,NA,""
3148,30,3,0.5,45,NA,NA,NA,NA,""
3120,27,2,1.2,64.80000305,NA,NA,NA,NA,""
3121,30,3,0.6,54.00000381,NA,NA,NA,NA,""
3122,20,6,0.7,84,NA,NA,NA,NA,""
3128,27,3,0.6,48.60000229,NA,NA,NA,NA,""
3129,30,1.5,0.1,4.5,NA,NA,NA,NA,""
3130,20,4,0.9,72,NA,NA,NA,NA,""
3180,20,9,0.8,144,NA,NA,NA,NA,""
3181,30,5,0.5,75,NA,NA,NA,NA,""
3182,27,5,0.7,94.5,NA,NA,NA,NA,""
3196,27,4,0.5,54,NA,NA,NA,NA,""
3197,30,2,0.2,12,NA,NA,NA,NA,""
3198,20,4,0.8,64,NA,NA,NA,NA,""
3263,27,3,1,81,NA,NA,NA,NA,""
3262,30,3,0.8,72,NA,NA,NA,NA,""
3261,20,6,0.4,48,NA,NA,NA,NA,""
3199,27,3,1,81,NA,NA,NA,NA,""
3200,30,3,0.7,63,NA,NA,NA,NA,""
3201,20,5,0.5,50,NA,NA,NA,NA,""
3227,27,3,1,81,NA,NA,NA,NA,""
3228,30,3,0.9,81,NA,NA,NA,NA,""
3229,30,15,0.4,180,NA,NA,NA,NA,""
3243,30,8,0.4,96,NA,NA,NA,NA,""
3244,30,2,1,60,NA,NA,NA,NA,""
3331,27,2.5,0.8,54,NA,NA,NA,NA,""
3332,30,3,0.9,81,NA,NA,NA,NA,""
3333,30,5,0.7,105,NA,NA,NA,NA,""
3338,30,6,0.6,108.0000076,NA,NA,NA,NA,""
3339,27,3,1.1,89.09999847,NA,NA,NA,NA,""
3340,30,3,0.7,63,NA,NA,NA,NA,""
3364,30,8,0.7,168,NA,NA,NA,NA,""
3366,27,3,0.8,64.80000305,NA,NA,NA,NA,""
3365,30,2,0.3,18,NA,NA,NA,NA,""
3389,30,6,0.6,108.0000076,NA,NA,NA,NA,""
3390,27,5,0.8,108,NA,NA,NA,NA,""
3391,30,2,0.8,48,NA,NA,NA,NA,""
3446,30,7,0.5,105,NA,NA,NA,NA,""
3445,27,4,0.7,75.59999847,NA,NA,NA,NA,""
3444,30,3,0.4,36,NA,NA,NA,NA,""
3431,30,8,0.7,168,NA,NA,NA,NA,""
3429,27,3,0.9,72.90000153,NA,NA,NA,NA,""
3430,30,3,0.4,36,NA,NA,NA,NA,""
3466,30,8,0.9,216,NA,NA,NA,NA,""
3465,30,3,1.1,99,NA,NA,NA,NA,""
3467,27,3,0.9,72.90000153,NA,NA,NA,NA,""
3487,30,11,0.6,198.0000153,NA,NA,NA,NA,""
3483,27,3,1,81,NA,NA,NA,NA,""
3484,30,3,0.6,54.00000381,NA,NA,NA,NA,""
3504,30,8,0.6,144,NA,NA,NA,NA,""
3506,30,3,0.7,63,NA,NA,NA,NA,""
3507,30,1,0.2,6,NA,NA,NA,NA,""
3519,30,7,0.8,168,NA,NA,NA,NA,""
3520,30,3,0.9,81,NA,NA,NA,NA,""
3518,30,2,0.2,12,NA,NA,NA,NA,""
3525,30,6,0.8,144,NA,NA,NA,NA,""
3524,27,5,0.7,94.5,NA,NA,NA,NA,""
3523,27,3,0.2,16.20000076,NA,NA,NA,NA,""
3528,30,6,0.4,72,NA,NA,NA,NA,""
3526,27,3,0.4,32.40000153,NA,NA,NA,NA,""
3529,27,2,0.2,10.80000019,NA,NA,NA,NA,""
3532,27,3,0.5,40.5,NA,NA,NA,NA,""
3531,30,1,0.1,3,NA,NA,NA,NA,""
3530,30,6,0.3,54.00000381,NA,NA,NA,NA,""
3535,30,3,0.4,36,NA,NA,NA,NA,""
3534,27,3,0.6,48.60000229,NA,NA,NA,NA,""
3533,30,6,0.7,126,NA,NA,NA,NA,""
2329,20,6,0.5,60,NA,NA,NA,NA,""
2307,30,4,0.7,84,NA,NA,NA,NA,""
2350,30,2,0.3,18,NA,NA,NA,NA,""
11,27,3,0.6,48.60000229,NA,NA,NA,NA,""
10,20,6,0.7,84,NA,NA,NA,NA,""
19,20,6,0.5,60,NA,NA,NA,NA,""
18,27,3,0.4,32.40000153,NA,NA,NA,NA,""
31,20,6,0.8,96,NA,NA,NA,NA,""
32,27,5,0.6,81,NA,NA,NA,NA,""
33,30,3,0.5,45,NA,NA,NA,NA,""
38,30,3,0.4,36,NA,NA,NA,NA,""
39,27,4,1,108,NA,NA,NA,NA,""
40,20,7,0.7,98,NA,NA,NA,NA,""
2659,27,3,0.9,72.90000153,NA,NA,NA,NA,""
2637,30,4,0.9,108,NA,NA,NA,NA,""
2824,27,4,0.9,97.19999695,NA,NA,NA,NA,""
1009,30,3,0.5,45,NA,NA,NA,NA,""
3102,30,7,1.2,252.0000153,NA,NA,NA,NA,""
3081,27,4,1,108,NA,NA,NA,NA,""
3060,30,4,0.5,60,NA,NA,NA,NA,""
3213,27,4,0.9,97.19999695,NA,NA,NA,NA,""
3235,30,4,0.4,48,NA,NA,NA,NA,""
3505,16,12,0.5,96,NA,NA,NA,NA,""
1022,13,12,0.3,46.80000305,NA,NA,NA,NA,""
